date,open,high,low,close,volume,trade,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
04/03/2022,59.2,60.0,58.1,58.1,231546.0,592.0,,,,,,
04/04/2022,57.6,58.4,57.0,57.0,187416.0,474.0,,,,,,
04/05/2022,56.9,57.6,55.9,57.0,87275.0,307.0,,,,,,
04/06/2022,56.8,56.9,55.9,55.9,125171.0,513.0,,,,,,
04/07/2022,55.9,55.9,54.8,55.2,94343.0,376.0,,,,,,
04/10/2022,56.2,56.8,55.1,55.4,159691.0,467.0,,,,,,
04/11/2022,55.1,56.3,55.1,55.2,95143.0,326.0,,,,,,
04/12/2022,54.7,55.4,54.1,54.2,144590.0,508.0,,,,,,
04/13/2022,54.2,54.8,53.2,54.0,127727.0,421.0,,,,,,
04/17/2022,54.7,55.3,54.0,54.3,97844.0,399.0,,,,,,
04/18/2022,54.3,54.5,53.3,53.3,99474.0,355.0,,,,,,
04/19/2022,52.4,53.9,52.3,53.5,190998.0,624.0,,,,,,
04/20/2022,53.5,54.3,52.5,53.8,147817.0,617.0,,,,,,
04/21/2022,51.1,54.0,51.1,53.7,267464.0,852.0,,,,,,
04/24/2022,53.7,57.8,53.0,57.5,399191.0,1435.0,,,,,,
04/25/2022,56.7,59.7,56.5,58.1,355197.0,1108.0,,,,,,
04/26/2022,57.4,58.2,56.0,56.4,271514.0,925.0,,,,,,
04/27/2022,55.9,56.8,54.6,55.0,195193.0,749.0,,,,,,
04/28/2022,55.0,55.5,53.9,54.1,149689.0,674.0,,,,,,
05/05/2022,54.4,54.4,53.0,53.6,78662.0,442.0,,,,,,
05/08/2022,53.6,55.2,53.3,54.5,212053.0,908.0,,,,,,
05/09/2022,54.5,56.5,54.5,55.9,239690.0,1160.0,,,,,,
05/10/2022,56.5,58.2,56.0,56.5,424063.0,1317.0,,,,,,
05/11/2022,56.1,57.0,54.5,54.7,174343.0,742.0,,,,,,
05/12/2022,54.6,55.4,53.6,53.8,219859.0,1579.0,,,,,,
05/16/2022,53.3,53.4,51.2,51.2,220350.0,1124.0,,,,,,
05/17/2022,51.2,52.4,48.8,49.8,118364.0,810.0,,,,,,
05/18/2022,50.5,50.9,47.5,47.7,230258.0,811.0,,,,,,
05/19/2022,47.2,47.3,45.5,46.5,146729.0,611.0,,,,,,
05/22/2022,47.2,47.3,45.5,46.5,146729.0,0.0,,,,,,
05/23/2022,46.0,47.7,45.7,46.8,217752.0,665.0,,,,,,
05/24/2022,47.0,47.2,45.2,45.9,102280.0,484.0,,,,,,
05/25/2022,45.9,46.3,44.1,44.3,80134.0,361.0,,,,,,
05/26/2022,44.3,45.2,44.0,44.7,75815.0,280.0,,,,,,
05/29/2022,45.1,46.9,45.1,46.6,159541.0,420.0,,,,,,
05/30/2022,46.6,49.1,46.6,48.8,241218.0,660.0,,,,,,
05/31/2022,49.0,52.8,47.9,50.8,361685.0,1092.0,,,,,,
06/01/2022,50.8,52.9,50.0,51.9,205050.0,569.0,,,,,,
06/02/2022,52.9,52.9,51.0,51.5,178676.0,478.0,,,,,,
06/05/2022,51.2,53.7,51.2,53.3,289066.0,825.0,,,,,,
06/06/2022,53.5,58.0,53.5,56.5,755994.0,1827.0,,,,,,
06/07/2022,55.6,57.9,55.4,56.6,487192.0,1059.0,,,,,,
06/08/2022,56.0,57.0,55.5,55.5,310815.0,781.0,,,,,,
06/09/2022,54.4,55.0,54.4,54.4,154350.0,540.0,,,,,,
06/12/2022,54.0,54.9,53.4,53.4,84030.0,390.0,,,,,,
06/13/2022,52.5,53.0,52.4,52.4,152747.0,496.0,,,,,,
06/14/2022,52.6,54.3,51.7,53.0,163836.0,763.0,,,,,,
06/15/2022,52.6,53.9,52.5,53.3,135018.0,492.0,,,,,,
06/16/2022,53.0,54.4,52.5,53.6,206684.0,689.0,,,,,,
06/19/2022,53.0,53.7,52.6,52.6,97897.0,507.0,,,,,,
06/20/2022,53.3,53.3,51.6,51.6,61067.0,324.0,,,,,,
06/21/2022,51.6,51.7,50.6,50.7,113540.0,534.0,,,,,,
06/22/2022,50.6,51.8,50.6,51.3,87351.0,411.0,,,,,,
06/23/2022,50.7,51.8,50.7,51.4,93895.0,522.0,,,,,,
06/26/2022,51.1,52.2,50.7,51.5,109924.0,405.0,,,,,,
06/27/2022,51.1,53.1,50.8,52.9,161082.0,633.0,,,,,,
06/28/2022,52.1,53.8,51.9,52.1,194481.0,596.0,,,,,,
06/29/2022,51.7,52.7,51.7,52.1,105559.0,374.0,,,,,,
06/30/2022,52.0,52.5,51.5,52.1,78013.0,312.0,,,,,,
07/03/2022,51.8,52.8,51.7,52.4,65983.0,318.0,,,,,,
07/04/2022,52.8,52.8,51.4,51.5,141622.0,637.0,,,,,,
07/05/2022,50.9,52.3,50.9,51.3,110502.0,538.0,,,,,,
07/06/2022,50.5,51.7,50.5,51.3,40041.0,341.0,,,,,,
07/07/2022,50.8,51.8,50.8,51.2,50532.0,294.0,,,,,,
07/12/2022,51.2,51.7,50.2,50.2,75420.0,390.0,,,,,,
07/13/2022,55.2,55.2,50.0,50.9,82079.0,390.0,,,,,,
07/14/2022,50.9,51.0,49.9,50.1,103921.0,486.0,,,,,,
07/17/2022,49.1,50.2,49.1,49.7,70126.0,471.0,,,,,,
07/18/2022,49.3,49.5,48.8,48.8,57955.0,212.0,,,,,,
07/19/2022,47.9,48.0,47.9,47.9,27022.0,114.0,,,,,,
07/20/2022,47.0,48.0,47.0,47.0,86654.0,405.0,,,,,,
07/21/2022,46.6,47.9,46.1,46.2,124824.0,424.0,,,,,,
07/24/2022,46.0,46.0,45.3,45.3,45853.0,121.0,,,,,,
07/25/2022,45.3,46.0,44.4,45.4,110621.0,546.0,,,,,,
07/26/2022,45.6,48.4,45.2,47.5,118868.0,527.0,,,,,,
07/27/2022,47.5,47.8,46.6,46.6,87142.0,375.0,,,,,,
07/28/2022,46.0,46.3,45.7,45.8,44743.0,248.0,,,,,,
07/31/2022,46.2,50.7,46.1,50.7,396726.0,927.0,,,,,,
08/01/2022,52.2,52.3,49.1,49.3,153475.0,522.0,,,,,,
08/02/2022,49.3,52.4,48.8,51.9,437063.0,866.0,,,,,,
08/03/2022,51.0,52.2,51.0,51.1,120460.0,459.0,,,,,,
08/04/2022,51.0,51.0,49.0,50.0,96178.0,406.0,,,,,,
08/07/2022,49.5,50.0,47.9,48.4,130179.0,551.0,,,,,,
08/08/2022,47.5,49.6,47.5,47.9,109609.0,408.0,,,,,,
08/10/2022,47.1,48.7,47.1,47.2,53627.0,396.0,,,,,,
08/11/2022,47.9,47.9,46.2,46.7,36251.0,213.0,,,,,,
08/14/2022,46.7,47.2,46.5,46.7,48665.0,249.0,,,,,,
08/16/2022,47.0,47.9,47.0,47.3,98455.0,441.0,,,,,,
08/17/2022,48.0,49.4,47.2,48.5,166977.0,671.0,,,,,,
08/21/2022,47.8,49.4,47.7,47.9,153986.0,642.0,,,,,,
08/22/2022,47.5,48.5,47.5,48.1,121324.0,531.0,,,,,,
08/23/2022,48.1,48.4,47.3,47.9,236339.0,667.0,,,,,,
08/24/2022,47.3,48.0,47.3,47.3,102219.0,541.0,,,,,,
08/25/2022,47.3,49.0,46.7,48.7,166508.0,585.0,,,,,,
08/28/2022,48.7,51.0,48.7,50.6,393735.0,1051.0,,,,,,
08/29/2022,50.6,52.2,50.0,50.1,291092.0,971.0,,,,,,
08/30/2022,50.0,51.4,49.7,50.6,200796.0,661.0,,,,,,
08/31/2022,50.0,52.5,50.0,52.0,342765.0,1051.0,,,,,,
09/01/2022,50.7,53.0,50.7,52.4,300100.0,779.0,,,,,,
09/04/2022,49.1,53.0,49.1,50.0,230347.0,590.0,,,,,,
09/05/2022,49.3,50.6,49.3,50.2,165587.0,466.0,,,,,,
09/06/2022,50.0,50.7,49.0,49.6,88747.0,390.0,,,,,,
09/07/2022,49.3,50.3,49.1,49.5,183567.0,702.0,,,,,,
09/08/2022,49.5,51.0,48.5,49.0,179512.0,567.0,,,,,,
09/11/2022,48.5,49.1,48.2,48.4,97919.0,382.0,,,,,,
09/12/2022,48.9,49.5,48.1,48.7,58244.0,409.0,,,,,,
09/13/2022,47.8,49.1,47.8,48.9,69651.0,596.0,,,,,,
09/14/2022,48.2,49.0,48.2,48.4,100370.0,449.0,,,,,,
09/15/2022,48.2,49.5,48.1,49.1,120750.0,479.0,,,,,,
09/18/2022,49.0,52.0,49.0,50.4,375553.0,1366.0,,,,,,
09/19/2022,50.4,51.4,49.1,49.2,203523.0,843.0,,,,,,
09/20/2022,49.2,50.0,48.2,48.3,236726.0,827.0,,,,,,
09/21/2022,47.0,49.9,47.0,47.1,257783.0,707.0,,,,,,
09/22/2022,47.1,48.2,46.9,47.9,148591.0,747.0,,,,,,
09/25/2022,47.2,48.1,47.2,47.3,142430.0,669.0,,,,,,
09/26/2022,47.2,48.1,47.0,47.6,86264.0,619.0,,,,,,
09/27/2022,47.2,47.9,46.7,46.9,141426.0,706.0,,,,,,
09/28/2022,46.7,47.7,46.7,46.9,164176.0,485.0,,,,,,
09/29/2022,47.0,47.5,46.7,47.1,107236.0,395.0,,,,,,
10/02/2022,47.1,47.9,46.8,46.9,197689.0,452.0,,,,,,
10/03/2022,47.8,47.8,46.5,46.6,114434.0,281.0,,,,,,
10/04/2022,46.6,46.9,46.1,46.1,197409.0,522.0,,,,,,
10/06/2022,46.4,46.4,46.1,46.1,137779.0,309.0,,,,,,
10/10/2022,46.1,47.0,46.1,46.1,85469.0,246.0,,,,,,
10/11/2022,47.9,47.9,46.1,46.1,53126.0,152.0,,,,,,
10/12/2022,46.1,46.7,46.1,46.1,219122.0,317.0,,,,,,
10/13/2022,46.1,50.7,46.1,50.7,677769.0,1156.0,,,,,,
10/16/2022,51.9,55.0,51.8,53.0,1546146.0,2585.0,,,,,,
10/17/2022,52.5,53.8,49.5,50.7,716955.0,1364.0,,,,,,
10/18/2022,50.0,51.4,46.1,48.9,415519.0,971.0,,,,,,
10/19/2022,48.3,49.0,47.5,47.7,203578.0,528.0,,,,,,
10/20/2022,46.6,48.6,46.6,48.1,156606.0,420.0,,,,,,
10/23/2022,50.0,50.0,47.2,47.9,175823.0,435.0,,,,,,
10/24/2022,47.6,49.5,47.3,48.3,113051.0,198.0,,,,,,
10/25/2022,48.3,53.0,48.3,52.4,808917.0,1422.0,,,,,,
10/26/2022,53.6,53.8,51.4,53.3,1442077.0,1388.0,,,,,,
10/27/2022,53.1,58.6,52.6,58.6,2172535.0,2963.0,,,,,,
10/30/2022,58.8,64.1,58.0,60.4,2323749.0,2966.0,,,,,,
10/31/2022,59.2,60.3,54.4,55.2,1729107.0,2599.0,,,,,,
11/01/2022,54.0,60.7,52.2,60.7,1793350.0,2653.0,,,,,,
11/02/2022,62.0,64.9,61.2,63.7,2232794.0,4051.0,,,,,,
11/03/2022,63.4,63.4,59.6,60.3,1627109.0,2791.0,,,,,,
11/06/2022,59.7,64.8,59.6,61.5,1278588.0,2160.0,,,,,,
11/07/2022,62.0,62.8,58.0,58.3,988335.0,2290.0,,,,,,
11/08/2022,58.1,61.7,57.6,58.5,868931.0,1821.0,,,,,,
11/09/2022,60.0,61.0,58.2,58.7,625129.0,1511.0,,,,,,
11/10/2022,58.9,60.6,56.2,57.1,646858.0,1281.0,,,,,,
11/13/2022,57.1,58.0,52.5,52.9,551803.0,1389.0,,,,,,
11/14/2022,53.0,55.7,52.3,53.5,599691.0,1324.0,,,,,,
11/15/2022,54.6,54.6,49.8,51.4,532215.0,1302.0,,,,,,
11/16/2022,53.0,55.7,50.5,54.7,418081.0,1146.0,,,,,,
11/17/2022,54.8,58.6,54.1,56.4,806225.0,1732.0,,,,,,
11/20/2022,56.4,58.4,55.6,56.7,603970.0,1814.0,,,,,,
11/21/2022,56.5,56.6,53.5,54.6,415160.0,1169.0,,,,,,
11/22/2022,54.8,57.3,54.8,56.5,375928.0,1054.0,,,,,,
11/23/2022,56.7,57.5,53.9,54.5,484842.0,1232.0,,,,,,
11/24/2022,54.0,55.7,54.0,55.4,285496.0,868.0,,,,,,
11/27/2022,55.5,56.6,55.1,55.7,286843.0,737.0,,,,,,
11/28/2022,55.8,56.0,52.7,52.8,530544.0,1170.0,,,,,,
11/29/2022,52.8,56.1,51.5,55.5,504139.0,1130.0,,,,,,
11/30/2022,55.7,58.1,55.3,56.5,792403.0,1817.0,,,,,,
12/01/2022,56.0,60.4,56.0,59.1,1384439.0,2301.0,,,,,,
12/04/2022,59.3,61.4,57.2,57.9,1028074.0,2038.0,,,,,,
12/05/2022,57.2,58.4,56.3,57.0,434837.0,1066.0,,,,,,
12/06/2022,58.0,58.8,56.9,58.2,308585.0,720.0,,,,,,
12/07/2022,58.8,59.1,57.6,58.0,387244.0,769.0,,,,,,
12/08/2022,57.2,58.0,57.1,57.5,237010.0,455.0,,,,,,
12/11/2022,57.5,58.6,57.5,58.1,298409.0,552.0,,,,,,
12/12/2022,58.6,59.7,58.4,59.0,454442.0,881.0,,,,,,
12/13/2022,58.8,59.5,58.2,58.4,410007.0,839.0,,,,,,
12/14/2022,58.0,58.6,57.6,57.7,144044.0,421.0,,,,,,
12/15/2022,57.3,57.8,56.4,56.8,197123.0,509.0,,,,,,
12/18/2022,56.7,57.0,56.1,56.8,224591.0,567.0,,,,,,
12/19/2022,56.9,56.9,56.4,56.6,116250.0,414.0,,,,,,
12/20/2022,55.1,56.7,54.8,55.2,178327.0,445.0,,,,,,
12/21/2022,55.2,55.5,50.1,52.8,147224.0,524.0,,,,,,
12/22/2022,54.0,56.0,52.4,55.5,263642.0,614.0,,,,,,
12/26/2022,55.5,55.9,55.0,55.0,105482.0,276.0,,,,,,
12/27/2022,54.7,54.8,54.5,54.5,82034.0,236.0,,,,,,
12/28/2022,55.5,56.5,54.0,56.2,318354.0,611.0,,,,,,
12/29/2022,56.2,58.0,56.0,57.6,385000.0,848.0,,,,,,
01/01/2023,57.2,57.6,57.1,57.1,176690.0,306.0,,,,,,
01/02/2023,57.0,57.0,56.6,56.6,43746.0,93.0,,,,,,
01/03/2023,56.1,56.8,56.1,56.2,191328.0,302.0,,,,,,
01/04/2023,56.5,57.3,55.7,56.9,196213.0,607.0,,,,,,
01/05/2023,56.6,57.8,56.4,57.4,294674.0,499.0,,,,,,
01/08/2023,57.6,58.3,56.9,57.1,256888.0,593.0,,,,,,
01/09/2023,57.0,57.0,56.6,56.6,139241.0,376.0,,,,,,
01/10/2023,56.1,56.6,56.1,56.2,395383.0,664.0,,,,,,
01/11/2023,56.2,57.5,55.7,55.9,290185.0,619.0,,,,,,
01/12/2023,55.9,57.8,55.5,57.2,576050.0,1203.0,,,,,,
01/15/2023,57.5,62.9,56.9,62.9,1851664.0,2883.0,,,,,,
01/16/2023,62.9,64.4,62.3,62.3,497508.0,862.0,,,,,,
01/17/2023,61.7,64.6,61.7,63.8,1371507.0,1669.0,,,,,,
01/18/2023,64.6,65.5,63.2,63.2,1861958.0,2344.0,,,,,,
01/19/2023,62.6,64.4,62.6,63.9,864960.0,1179.0,,,,,,
01/22/2023,64.9,66.4,63.3,63.3,1276997.0,2304.0,,,,,,
01/23/2023,63.1,63.6,62.7,62.7,437828.0,796.0,,,,,,
01/24/2023,62.1,63.8,62.1,62.1,966722.0,1591.0,,,,,,
01/25/2023,61.6,63.2,61.5,61.7,568896.0,1082.0,,,,,,
01/26/2023,62.5,62.7,61.1,61.1,409603.0,875.0,,,,,,
01/29/2023,61.2,61.5,60.5,60.5,334740.0,611.0,,,,,,
01/30/2023,60.0,60.0,59.9,59.9,62640.0,94.0,,,,,,
01/31/2023,59.4,59.4,59.4,59.4,65028.0,113.0,,,,,,
02/01/2023,58.9,58.9,58.9,58.9,28950.0,76.0,,,,,,
02/02/2023,58.4,60.6,58.4,59.9,495382.0,917.0,,,,,,
02/05/2023,59.9,61.6,59.4,59.4,460876.0,975.0,,,,,,
02/06/2023,58.9,58.9,58.9,58.9,38419.0,107.0,,,,,,
02/07/2023,58.4,59.8,58.4,58.4,126795.0,238.0,,,,,,
02/08/2023,57.9,58.4,57.9,57.9,333465.0,442.0,,,,,,
02/09/2023,57.4,57.5,57.4,57.4,126234.0,267.0,,,,,,
02/12/2023,56.9,57.4,56.9,56.9,84643.0,175.0,,,,,,
02/13/2023,56.4,56.4,56.4,56.4,36230.0,95.0,,,,,,
02/14/2023,55.9,57.4,55.9,55.9,144164.0,364.0,,,,,,
02/15/2023,55.4,55.4,55.4,55.4,34577.0,59.0,,,,,,
02/16/2023,54.9,54.9,54.9,54.9,36937.0,51.0,,,,,,
02/19/2023,54.4,54.4,54.4,54.4,1977.0,13.0,,,,,,
02/20/2023,53.9,53.9,53.9,53.9,12061.0,21.0,,,,,,
02/22/2023,53.4,53.4,53.4,53.4,15031.0,31.0,,,,,,
02/23/2023,52.9,52.9,52.9,52.9,32816.0,33.0,,,,,,
02/26/2023,52.4,52.4,52.4,52.4,29982.0,47.0,,,,,,
02/27/2023,51.9,51.9,51.9,51.9,27915.0,23.0,,,,,,
02/28/2023,51.4,53.8,51.4,53.2,405459.0,779.0,,,,,,
03/01/2023,53.2,54.9,52.7,52.9,257091.0,728.0,,,,,,
03/02/2023,53.0,53.8,50.9,51.3,262617.0,641.0,,,,,,
03/05/2023,51.3,53.4,51.3,53.0,194557.0,553.0,,,,,,
03/06/2023,53.2,55.5,53.1,55.0,514520.0,1009.0,,,,,,
03/07/2023,55.2,57.6,55.2,55.7,450781.0,1047.0,,,,,,
03/09/2023,55.7,56.2,54.1,55.1,489595.0,845.0,,,,,,
03/12/2023,53.1,56.2,52.4,52.9,334129.0,668.0,,,,,,
03/13/2023,54.7,54.7,52.1,53.1,383514.0,732.0,,,,,,
03/14/2023,54.0,54.2,51.5,52.2,243775.0,625.0,,,,,,
03/15/2023,51.6,51.6,48.1,48.4,546949.0,1313.0,,,,,,
03/16/2023,48.4,49.9,48.1,48.5,189752.0,570.0,,,,,,
03/19/2023,48.5,48.9,46.1,46.4,379196.0,860.0,,,,,,
03/20/2023,47.0,47.3,46.2,46.6,128703.0,396.0,,,,,,
03/21/2023,47.0,47.1,46.1,46.7,269177.0,818.0,,,,,,
03/22/2023,46.6,47.2,46.2,46.3,140973.0,331.0,,,,,,
03/23/2023,46.2,46.6,46.1,46.2,116336.0,367.0,,,,,,
03/27/2023,46.2,46.5,46.1,46.1,139073.0,375.0,,,,,,
03/28/2023,46.1,46.1,46.1,46.1,71851.0,223.0,,,,,,
03/29/2023,46.1,46.4,46.1,46.4,168859.0,336.0,,,,,,
03/30/2023,46.7,48.0,46.4,47.6,245483.0,667.0,,,,,,
04/02/2023,47.6,48.7,46.6,48.2,192723.0,502.0,,,,,,
04/03/2023,49.0,49.0,47.5,47.6,234314.0,511.0,,,,,,
04/04/2023,47.6,47.6,46.4,46.7,129973.0,460.0,,,,,,
04/05/2023,46.3,47.3,46.2,46.3,207736.0,466.0,,,,,,
04/06/2023,46.3,46.8,46.3,46.7,139732.0,300.0,,,,,,
04/09/2023,46.3,46.8,46.3,46.7,139732.0,0.0,,,,,,
04/10/2023,46.1,46.4,46.1,46.1,131670.0,284.0,,,,,,
04/11/2023,46.1,46.2,46.1,46.1,48261.0,135.0,,,,,,
04/12/2023,46.1,46.1,46.1,46.1,8434.0,28.0,,,,,,
04/13/2023,46.1,46.1,46.1,46.1,8951.0,21.0,,,,,,
04/16/2023,46.1,46.1,46.1,46.1,5990.0,30.0,,,,,,
04/17/2023,46.1,46.1,46.1,46.1,10738.0,23.0,,,,,,
04/18/2023,46.1,46.1,46.1,46.1,2954.0,14.0,,,,,,
04/24/2023,46.1,46.1,46.1,46.1,3719.0,29.0,,,,,,
04/25/2023,46.1,46.1,46.1,46.1,29834.0,48.0,,,,,,
