date,open,high,low,close,volume,trade,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
04/26/2023,46.1,46.1,46.1,46.1,13670.0,40.0,,,,,,
04/27/2023,46.1,46.1,46.1,46.1,27019.0,54.0,,,,,,
04/30/2023,46.1,47.7,46.1,46.3,294835.0,577.0,,,,,,
05/02/2023,46.3,47.0,46.1,46.2,182866.0,436.0,,,,,,
05/03/2023,46.9,46.9,46.1,46.1,206147.0,438.0,,,,,,
05/07/2023,46.1,46.3,46.1,46.1,115387.0,271.0,,,,,,
05/08/2023,46.1,46.1,46.1,46.1,28703.0,75.0,,,,,,
05/09/2023,46.1,46.5,46.1,46.1,252060.0,376.0,,,,,,
05/10/2023,46.1,46.2,46.1,46.1,36859.0,99.0,,,,,,
05/11/2023,46.1,47.3,46.1,46.7,360422.0,605.0,,,,,,
05/14/2023,46.1,46.8,46.1,46.3,101953.0,302.0,,,,,,
05/15/2023,46.1,48.5,46.1,47.5,539778.0,1107.0,,,,,,
05/16/2023,48.8,48.8,47.0,47.7,257168.0,544.0,,,,,,
05/17/2023,47.7,51.1,46.7,50.9,1108253.0,1834.0,,,,,,
05/18/2023,51.1,53.4,50.5,51.9,1016097.0,1770.0,,,,,,
05/21/2023,51.0,52.2,50.2,50.5,691667.0,1115.0,,,,,,
05/22/2023,50.0,51.0,48.9,49.2,339581.0,814.0,,,,,,
05/23/2023,49.2,51.5,48.8,51.2,343354.0,767.0,,,,,,
05/24/2023,51.9,52.9,50.1,50.4,612647.0,1108.0,,,,,,
05/25/2023,50.9,54.0,49.8,53.4,1191084.0,1516.0,,,,,,
05/28/2023,53.4,55.9,53.4,54.9,1099903.0,1748.0,,,,,,
05/29/2023,55.8,55.9,52.8,53.0,666633.0,1159.0,,,,,,
05/30/2023,53.8,53.9,52.2,53.0,430405.0,784.0,,,,,,
05/31/2023,52.8,53.9,51.5,51.6,611277.0,1359.0,,,,,,
06/01/2023,51.2,53.0,51.1,52.0,180348.0,516.0,,,,,,
06/04/2023,53.0,53.0,50.4,50.7,362785.0,925.0,,,,,,
06/05/2023,50.7,51.0,48.0,48.5,554448.0,1165.0,,,,,,
06/06/2023,48.5,49.4,46.2,47.1,266243.0,617.0,,,,,,
06/07/2023,47.0,51.0,46.9,49.8,265995.0,644.0,,,,,,
06/08/2023,50.0,50.9,48.3,48.9,295683.0,681.0,,,,,,
06/11/2023,50.8,50.8,48.4,48.7,332224.0,679.0,,,,,,
06/12/2023,48.1,49.3,47.6,47.7,179044.0,665.0,,,,,,
06/13/2023,49.7,49.9,47.5,47.7,307813.0,608.0,,,,,,
06/14/2023,47.3,48.6,46.6,46.7,146194.0,534.0,,,,,,
06/15/2023,46.7,48.3,46.5,46.9,76938.0,309.0,,,,,,
06/18/2023,46.9,47.7,46.9,47.1,72865.0,231.0,,,,,,
06/19/2023,46.3,49.3,46.3,49.1,161765.0,537.0,,,,,,
06/20/2023,47.2,49.8,47.2,48.0,76374.0,401.0,,,,,,
06/21/2023,48.0,49.0,47.5,48.0,90351.0,345.0,,,,,,
06/22/2023,49.0,49.2,47.8,48.3,88165.0,371.0,,,,,,
06/25/2023,49.4,49.4,47.9,48.3,29803.0,132.0,,,,,,
06/26/2023,48.1,48.7,48.0,48.5,67669.0,263.0,,,,,,
07/02/2023,48.5,48.6,47.4,47.5,152554.0,326.0,,,,,,
07/03/2023,47.1,48.1,47.0,47.1,71838.0,311.0,,,,,,
07/04/2023,47.1,47.8,47.0,47.4,77120.0,308.0,,,,,,
07/05/2023,47.1,47.9,47.1,47.4,132451.0,224.0,,,,,,
07/06/2023,47.5,48.2,46.9,47.7,44548.0,249.0,,,,,,
07/09/2023,47.7,49.1,47.0,48.5,226721.0,479.0,,,,,,
07/10/2023,48.1,49.6,48.1,48.8,334057.0,647.0,,,,,,
07/11/2023,48.0,49.0,48.0,48.6,88495.0,793.0,,,,,,
07/12/2023,47.7,50.4,47.7,49.4,368960.0,825.0,,,,,,
07/13/2023,48.2,49.0,47.8,47.9,240675.0,432.0,,,,,,
07/16/2023,47.9,50.5,47.5,49.7,296069.0,564.0,,,,,,
07/17/2023,48.9,50.6,48.8,49.0,229275.0,566.0,,,,,,
07/18/2023,49.0,49.6,48.2,48.7,121677.0,364.0,,,,,,
07/19/2023,49.5,50.8,49.0,50.3,395379.0,678.0,,,,,,
07/20/2023,50.3,52.2,50.3,51.0,797384.0,1063.0,,,,,,
07/23/2023,50.1,50.5,48.2,49.2,217843.0,556.0,,,,,,
07/24/2023,50.0,51.5,48.3,50.0,614155.0,773.0,,,,,,
07/25/2023,50.0,51.3,48.5,48.8,291582.0,598.0,,,,,,
07/26/2023,48.0,50.1,48.0,49.8,208487.0,545.0,,,,,,
07/27/2023,49.3,52.3,49.0,51.2,1105793.0,1459.0,,,,,,
07/30/2023,51.2,51.9,50.5,51.0,285509.0,568.0,,,,,,
07/31/2023,50.9,51.6,49.6,49.8,479077.0,561.0,,,,,,
08/01/2023,49.5,50.9,49.5,50.2,269360.0,446.0,,,,,,
08/02/2023,49.7,50.8,49.6,50.2,179255.0,499.0,,,,,,
08/03/2023,50.7,51.4,49.6,50.0,336409.0,439.0,,,,,,
08/06/2023,50.3,50.8,49.4,49.6,68872.0,245.0,,,,,,
08/07/2023,49.2,50.0,49.1,49.1,143413.0,223.0,,,,,,
08/08/2023,48.8,49.4,48.4,48.8,64192.0,253.0,,,,,,
08/09/2023,49.5,49.5,48.2,48.3,50684.0,133.0,,,,,,
08/10/2023,48.0,48.8,48.0,48.3,54303.0,230.0,,,,,,
08/13/2023,48.1,49.6,47.7,48.4,106294.0,215.0,,,,,,
08/14/2023,48.2,48.8,47.6,47.7,82177.0,258.0,,,,,,
08/16/2023,47.3,48.3,47.1,47.2,48533.0,179.0,,,,,,
08/17/2023,47.2,48.3,47.2,48.3,30443.0,205.0,,,,,,
08/20/2023,48.3,48.7,47.6,48.1,24754.0,92.0,,,,,,
08/21/2023,48.5,49.1,47.7,48.8,80293.0,193.0,,,,,,
08/22/2023,47.8,49.4,47.8,48.2,54660.0,198.0,,,,,,
08/23/2023,47.9,48.5,47.5,47.7,35224.0,126.0,,,,,,
08/24/2023,47.7,48.0,47.2,47.9,40854.0,80.0,,,,,,
08/27/2023,48.0,48.6,47.6,48.2,38122.0,189.0,,,,,,
08/28/2023,47.9,48.6,47.9,48.2,45896.0,117.0,,,,,,
08/29/2023,47.9,48.0,47.6,47.7,33033.0,118.0,,,,,,
08/30/2023,48.5,48.5,47.3,47.7,29356.0,118.0,,,,,,
08/31/2023,48.0,48.4,47.9,48.1,19569.0,122.0,,,,,,
09/03/2023,48.6,50.0,48.5,49.1,157991.0,418.0,,,,,,
09/04/2023,49.2,50.1,49.0,49.7,147435.0,331.0,,,,,,
09/05/2023,48.5,51.5,48.5,51.0,354096.0,716.0,,,,,,
09/07/2023,51.1,52.0,50.7,50.9,753436.0,999.0,,,,,,
09/10/2023,51.0,51.7,50.0,50.2,339168.0,771.0,,,,,,
09/11/2023,51.6,54.4,50.7,53.9,2111936.0,2610.0,,,,,,
09/12/2023,54.0,55.0,53.5,54.6,736996.0,1282.0,,,,,,
09/13/2023,55.0,56.2,54.1,54.9,1515387.0,2036.0,,,,,,
09/14/2023,54.9,56.3,54.0,55.2,936641.0,1625.0,,,,,,
09/17/2023,55.7,57.3,53.7,54.3,1202031.0,1920.0,,,,,,
09/18/2023,54.3,55.9,53.7,55.1,607150.0,1277.0,,,,,,
09/19/2023,55.5,58.2,55.5,56.3,1354182.0,2215.0,,,,,,
09/20/2023,56.3,57.0,55.1,55.3,658026.0,1157.0,,,,,,
09/21/2023,55.1,56.4,53.7,53.9,680263.0,1122.0,,,,,,
09/24/2023,53.8,54.8,51.6,52.1,339443.0,864.0,,,,,,
09/25/2023,52.1,53.2,49.8,51.2,483011.0,1009.0,,,,,,
09/26/2023,52.7,52.7,51.0,51.1,178939.0,476.0,,,,,,
09/27/2023,51.1,51.4,50.1,50.8,222288.0,446.0,,,,,,
10/01/2023,51.2,51.8,49.0,49.6,392451.0,742.0,,,,,,
10/02/2023,49.7,52.3,48.1,52.0,366209.0,741.0,,,,,,
10/03/2023,52.0,53.1,50.2,50.4,361651.0,709.0,,,,,,
10/04/2023,50.1,51.2,49.3,50.0,147444.0,497.0,,,,,,
10/05/2023,50.0,50.5,49.3,50.2,128461.0,336.0,,,,,,
10/08/2023,49.3,50.0,48.0,48.1,373121.0,547.0,,,,,,
10/09/2023,49.4,49.4,47.4,47.6,120178.0,333.0,,,,,,
10/10/2023,48.5,49.4,48.2,48.5,147696.0,302.0,,,,,,
10/11/2023,48.5,49.0,47.9,48.0,92620.0,303.0,,,,,,
10/12/2023,47.5,49.5,47.5,49.2,117774.0,332.0,,,,,,
10/15/2023,50.0,50.5,49.0,49.2,127616.0,380.0,,,,,,
10/16/2023,49.1,49.8,48.5,48.7,146031.0,312.0,,,,,,
10/17/2023,48.7,49.3,48.0,48.1,207949.0,494.0,,,,,,
10/18/2023,49.0,49.1,48.1,48.6,96195.0,221.0,,,,,,
10/19/2023,48.5,49.9,48.5,49.7,157755.0,463.0,,,,,,
10/22/2023,49.9,50.3,48.8,49.2,179249.0,483.0,,,,,,
10/23/2023,49.0,49.8,48.4,49.4,79264.0,180.0,,,,,,
10/25/2023,50.5,54.3,50.5,52.3,1243286.0,2027.0,,,,,,
10/26/2023,52.1,54.3,51.7,53.1,487875.0,1082.0,,,,,,
10/29/2023,53.9,56.2,52.0,55.4,669832.0,1223.0,,,,,,
10/30/2023,55.5,56.4,54.6,54.8,704117.0,1364.0,,,,,,
10/31/2023,54.8,60.2,54.8,58.9,1599584.0,2402.0,,,,,,
11/01/2023,58.7,59.9,58.0,58.4,790822.0,1433.0,,,,,,
11/02/2023,58.4,59.5,57.3,59.0,823899.0,1534.0,,,,,,
11/05/2023,59.3,62.5,59.3,60.9,1219494.0,2155.0,,,,,,
11/06/2023,60.5,61.5,58.6,58.9,780499.0,1336.0,,,,,,
11/07/2023,58.9,60.3,57.4,57.7,905846.0,1501.0,,,,,,
11/08/2023,58.0,58.8,56.2,56.6,454032.0,1145.0,,,,,,
11/09/2023,56.7,58.1,56.1,56.5,451042.0,871.0,,,,,,
11/12/2023,56.4,57.5,53.1,54.4,345053.0,678.0,,,,,,
11/13/2023,53.1,55.7,53.1,54.4,260353.0,822.0,,,,,,
11/14/2023,54.7,56.9,54.6,56.1,315269.0,731.0,,,,,,
11/15/2023,56.0,56.0,54.4,54.8,384630.0,838.0,,,,,,
11/16/2023,54.8,55.9,54.3,55.5,257519.0,579.0,,,,,,
11/19/2023,55.5,56.4,54.2,54.5,256691.0,631.0,,,,,,
11/20/2023,54.4,54.6,51.6,52.8,298117.0,653.0,,,,,,
11/21/2023,52.8,53.5,51.3,51.7,237554.0,694.0,,,,,,
11/22/2023,51.7,53.5,51.7,52.8,177919.0,560.0,,,,,,
11/23/2023,53.0,53.2,51.7,52.0,236747.0,567.0,,,,,,
11/26/2023,52.0,52.4,51.0,51.2,207212.0,481.0,,,,,,
11/27/2023,51.7,51.7,49.9,50.2,172296.0,463.0,,,,,,
11/28/2023,50.2,51.3,49.5,49.8,185356.0,536.0,,,,,,
11/29/2023,49.8,51.6,49.8,51.4,121937.0,505.0,,,,,,
11/30/2023,52.4,52.4,50.9,51.4,138867.0,467.0,,,,,,
12/03/2023,51.4,52.3,50.2,51.5,141305.0,428.0,,,,,,
12/04/2023,51.8,53.7,51.8,52.9,305597.0,778.0,,,,,,
12/05/2023,53.1,53.3,51.9,52.3,200312.0,515.0,,,,,,
12/06/2023,51.8,53.1,51.8,52.4,248753.0,622.0,,,,,,
12/07/2023,52.3,52.8,51.5,52.0,239690.0,574.0,,,,,,
12/10/2023,52.0,52.6,51.0,51.3,283393.0,888.0,,,,,,
12/11/2023,51.8,53.3,51.2,53.0,259961.0,754.0,,,,,,
12/12/2023,52.9,53.5,51.9,52.1,258869.0,526.0,,,,,,
12/13/2023,52.3,55.5,52.3,54.2,989660.0,1948.0,,,,,,
12/14/2023,54.0,54.2,53.0,53.1,234457.0,632.0,,,,,,
12/17/2023,52.7,53.6,51.5,51.7,262621.0,601.0,,,,,,
12/18/2023,51.5,52.3,51.5,51.8,111828.0,342.0,,,,,,
12/19/2023,51.8,52.4,51.5,51.7,118823.0,365.0,,,,,,
12/20/2023,51.6,53.0,51.6,52.5,240228.0,545.0,,,,,,
12/21/2023,52.2,54.1,52.2,52.4,306680.0,845.0,,,,,,
12/24/2023,52.3,52.6,51.4,51.5,131434.0,477.0,,,,,,
12/26/2023,50.8,52.0,50.8,51.4,108658.0,458.0,,,,,,
12/27/2023,51.4,52.5,51.4,52.1,110248.0,387.0,,,,,,
12/28/2023,51.7,53.9,51.7,52.6,255496.0,700.0,,,,,,
01/01/2024,52.6,54.5,52.6,54.1,351476.0,711.0,,,,,,
01/02/2024,55.4,55.7,53.1,53.4,362416.0,703.0,,,,,,
01/03/2024,54.0,54.0,52.8,53.3,170618.0,333.0,,,,,,
01/04/2024,53.0,54.7,52.8,54.4,376963.0,651.0,,,,,,
01/08/2024,54.4,55.8,54.4,55.3,443246.0,832.0,,,,,,
01/09/2024,55.3,55.3,53.8,54.1,208014.0,466.0,,,,,,
01/10/2024,53.1,54.8,53.1,54.4,194632.0,428.0,,,,,,
01/11/2024,55.1,55.4,54.6,54.8,343461.0,630.0,,,,,,
01/14/2024,55.1,56.2,54.8,55.2,324477.0,863.0,,,,,,
01/15/2024,55.2,55.8,54.6,55.6,315889.0,725.0,,,,,,
01/16/2024,55.6,56.5,54.7,55.0,490072.0,874.0,,,,,,
01/17/2024,55.0,55.8,54.7,54.9,343746.0,525.0,,,,,,
01/18/2024,55.0,55.3,54.6,54.7,154925.0,385.0,,,,,,
01/21/2024,52.1,55.0,52.0,54.3,321821.0,452.0,,,,,,
01/22/2024,54.3,55.5,54.3,55.0,324263.0,563.0,,,,,,
01/23/2024,54.3,55.3,54.2,54.4,281660.0,494.0,,,,,,
01/24/2024,53.5,54.9,53.1,53.2,175578.0,413.0,,,,,,
01/25/2024,54.0,54.4,53.3,53.8,130391.0,292.0,,,,,,
01/28/2024,53.4,55.5,53.0,53.4,226992.0,639.0,,,,,,
01/29/2024,53.1,54.0,52.8,53.1,120926.0,412.0,,,,,,
01/30/2024,53.5,53.8,52.8,53.1,131184.0,407.0,,,,,,
01/31/2024,53.3,55.2,53.2,53.8,278499.0,724.0,,,,,,
02/01/2024,54.0,54.4,53.3,53.7,160496.0,536.0,,,,,,
02/04/2024,55.0,57.0,53.1,56.5,995302.0,1595.0,,,,,,
02/05/2024,57.0,58.7,56.6,57.2,788137.0,1262.0,,,,,,
02/06/2024,57.1,57.1,55.8,56.0,404267.0,781.0,,,,,,
02/07/2024,55.5,56.8,55.5,56.2,329865.0,588.0,,,,,,
02/08/2024,58.0,59.5,56.3,56.9,1428178.0,1644.0,,,,,,
02/11/2024,57.0,57.5,55.8,56.0,293497.0,591.0,,,,,,
02/12/2024,55.5,56.5,54.2,54.9,437911.0,793.0,,,,,,
02/13/2024,54.1,55.4,53.5,53.9,234736.0,542.0,,,,,,
02/14/2024,54.0,54.8,53.5,53.6,145451.0,339.0,,,,,,
02/15/2024,53.7,54.5,53.1,53.6,160339.0,512.0,,,,,,
02/18/2024,54.6,56.3,54.2,54.5,345914.0,854.0,,,,,,
02/19/2024,55.0,56.8,54.5,54.6,361047.0,697.0,,,,,,
02/20/2024,54.4,56.1,54.4,55.6,315996.0,615.0,,,,,,
02/22/2024,55.0,57.0,55.0,55.5,278659.0,626.0,,,,,,
02/25/2024,55.1,56.3,55.1,55.6,215775.0,427.0,,,,,,
02/27/2024,55.4,56.4,55.3,56.2,332193.0,694.0,,,,,,
02/28/2024,55.3,56.6,55.3,56.3,310764.0,680.0,,,,,,
02/29/2024,56.7,57.4,55.6,56.3,457077.0,775.0,,,,,,
03/03/2024,56.3,56.3,56.3,56.3,457077.0,0.0,,,,,,
03/04/2024,54.4,55.9,54.4,54.8,153222.0,425.0,,,,,,
03/05/2024,54.7,56.6,54.6,55.1,228161.0,462.0,,,,,,
03/06/2024,54.5,56.3,54.5,55.9,169331.0,448.0,,,,,,
03/07/2024,55.7,56.7,54.7,54.9,97951.0,302.0,,,,,,
03/10/2024,53.6,54.8,53.2,53.6,72692.0,231.0,,,,,,
03/11/2024,53.3,53.7,52.0,52.4,108802.0,232.0,,,,,,
03/12/2024,52.3,52.9,51.0,51.3,146652.0,311.0,,,,,,
03/13/2024,51.4,52.7,51.0,52.0,72763.0,142.0,,,,,,
03/14/2024,52.2,53.0,52.2,52.5,68400.0,203.0,,,,,,
03/18/2024,52.0,52.4,51.1,51.3,51552.0,160.0,,,,,,
03/19/2024,50.2,51.2,49.4,49.9,105288.0,245.0,,,,,,
03/20/2024,53.9,53.9,50.1,50.5,39798.0,136.0,,,,,,
03/21/2024,53.8,53.8,50.5,51.0,38966.0,180.0,,,,,,
03/24/2024,50.7,52.0,49.9,50.0,38890.0,227.0,,,,,,
03/25/2024,49.6,50.6,48.8,49.4,29546.0,135.0,,,,,,
03/27/2024,48.0,50.6,48.0,48.8,22306.0,133.0,,,,,,
03/28/2024,48.3,50.5,48.3,50.3,38572.0,172.0,,,,,,
03/31/2024,49.1,50.7,49.1,49.7,15105.0,88.0,,,,,,
04/01/2024,49.9,50.2,48.6,48.7,76027.0,299.0,,,,,,
04/02/2024,48.7,49.7,47.9,48.5,37309.0,138.0,,,,,,
04/03/2024,48.2,50.9,48.2,49.9,39078.0,192.0,,,,,,
04/04/2024,49.3,50.4,49.1,49.8,19306.0,133.0,,,,,,
04/08/2024,48.5,51.8,48.5,50.8,7091.0,93.0,,,,,,
04/09/2024,49.7,51.5,49.7,50.8,63581.0,222.0,,,,,,
04/15/2024,50.3,50.8,49.2,49.4,18108.0,147.0,,,,,,
04/16/2024,49.1,50.6,48.0,49.1,40439.0,198.0,,,,,,
04/17/2024,50.9,50.9,48.0,48.2,67507.0,276.0,,,,,,
04/18/2024,48.0,48.7,47.6,47.8,35238.0,204.0,,,,,,
04/21/2024,47.7,48.5,47.1,47.2,29565.0,136.0,,,,,,
04/22/2024,48.3,48.5,47.3,48.0,67959.0,185.0,,,,,,
04/23/2024,48.9,48.9,46.0,46.2,35537.0,211.0,,,,,,
04/24/2024,47.8,47.8,45.8,45.9,24819.0,152.0,,,,,,
04/25/2024,45.9,46.0,44.6,44.6,40001.0,141.0,,,,,,
04/28/2024,44.1,46.0,44.0,45.8,30569.0,142.0,,,,,,
04/29/2024,45.1,46.0,44.5,44.7,47684.0,193.0,,,,,,
04/30/2024,44.1,46.0,44.1,45.8,33843.0,181.0,,,,,,
05/02/2024,46.0,47.4,44.5,46.0,48118.0,130.0,,,,,,
05/05/2024,46.2,48.9,46.2,48.0,80914.0,273.0,,,,,,
05/06/2024,48.2,48.6,47.8,48.3,47938.0,231.0,,,,,,
05/07/2024,47.3,50.9,47.3,49.9,153959.0,396.0,,,,,,
05/08/2024,49.0,51.0,49.0,49.5,111471.0,324.0,,,,,,
05/09/2024,49.3,50.0,48.6,49.1,40657.0,150.0,,,,,,
05/12/2024,49.8,50.2,48.2,49.8,72382.0,212.0,,,,,,
05/13/2024,49.9,52.3,49.9,51.2,161059.0,484.0,,,,,,
05/14/2024,51.0,51.2,49.7,49.7,66819.0,145.0,,,,,,
05/15/2024,48.3,48.7,48.3,48.3,104541.0,189.0,,,,,,
05/16/2024,48.3,48.6,47.0,47.8,35915.0,186.0,,,,,,
05/19/2024,47.7,47.7,46.4,46.4,24296.0,147.0,,,,,,
05/20/2024,46.1,46.7,45.1,45.9,16431.0,135.0,,,,,,
05/21/2024,46.5,48.4,45.0,45.6,30228.0,148.0,,,,,,
05/23/2024,45.7,45.7,44.3,44.4,31580.0,145.0,,,,,,
05/26/2024,43.4,44.1,43.1,43.1,45217.0,201.0,,,,,,
05/27/2024,43.1,44.5,42.2,44.0,28796.0,117.0,,,,,,
05/28/2024,44.6,44.6,43.6,43.9,35554.0,153.0,,,,,,
05/29/2024,44.6,45.4,43.5,45.0,74068.0,489.0,,,,,,
05/30/2024,45.0,45.0,45.0,45.0,74068.0,0.0,,,,,,
06/02/2024,43.7,44.5,43.7,43.7,32917.0,166.0,,,,,,
06/03/2024,42.4,44.1,42.4,43.7,34297.0,172.0,,,,,,
06/04/2024,43.3,44.6,43.0,43.1,75833.0,426.0,,,,,,
06/05/2024,43.5,44.3,43.3,43.6,34277.0,127.0,,,,,,
06/06/2024,44.3,44.3,42.3,43.3,38129.0,122.0,,,,,,
06/09/2024,43.3,43.6,42.2,42.6,233887.0,310.0,,,,,,
06/10/2024,42.6,43.2,41.4,42.8,63710.0,221.0,,,,,,
06/11/2024,42.8,44.3,41.6,43.6,42843.0,175.0,,,,,,
06/12/2024,43.6,47.0,43.5,45.7,121140.0,264.0,,,,,,
06/13/2024,45.7,47.9,44.5,47.0,44733.0,228.0,,,,,,
06/19/2024,48.0,48.5,45.6,47.7,59011.0,0.0,,,,,,
06/20/2024,47.7,49.0,46.5,48.6,106831.0,224.0,,,,,,
06/23/2024,47.6,48.5,47.5,47.5,636353.0,143.0,,,,,,
06/24/2024,46.6,47.6,46.5,46.6,19599.0,85.0,,,,,,
06/25/2024,46.7,48.8,46.0,48.3,127824.0,626.0,,,,,,
06/26/2024,47.2,49.2,47.2,48.9,121664.0,217.0,,,,,,
06/27/2024,48.6,49.4,48.5,48.5,81096.0,199.0,,,,,,
06/30/2024,47.1,49.5,47.1,48.9,51706.0,698.0,,,,,,
07/02/2024,50.2,50.2,48.2,48.9,75371.0,198.0,,,,,,
07/03/2024,49.0,49.5,48.0,48.4,51272.0,176.0,,,,,,
07/04/2024,47.6,49.7,47.6,48.4,89183.0,199.0,,,,,,
07/07/2024,48.5,49.6,48.5,49.5,132453.0,177.0,,,,,,
07/08/2024,49.5,51.5,49.3,51.1,297070.0,538.0,,,,,,
07/09/2024,51.5,51.5,50.5,51.0,133843.0,277.0,,,,,,
07/10/2024,49.5,50.9,49.5,49.6,159656.0,417.0,,,,,,
07/11/2024,49.5,49.9,48.2,48.3,117827.0,294.0,,,,,,
07/14/2024,48.0,49.0,47.1,47.6,28710.0,135.0,,,,,,
07/15/2024,47.7,48.6,47.2,47.4,52347.0,208.0,,,,,,
07/16/2024,49.0,51.1,49.0,50.7,337437.0,1044.0,,,,,,
07/18/2024,50.0,52.4,49.2,50.4,201339.0,511.0,,,,,,
07/24/2024,49.0,49.9,48.9,48.9,68095.0,143.0,,,,,,
07/25/2024,48.3,49.6,47.6,49.1,82283.0,205.0,,,,,,
07/28/2024,49.0,49.4,48.1,48.2,95039.0,0.0,,,,,,
07/29/2024,48.1,49.0,46.8,47.1,82398.0,215.0,,,,,,
07/30/2024,46.0,47.1,45.8,46.2,33899.0,160.0,,,,,,
07/31/2024,50.5,50.5,45.8,47.2,30235.0,121.0,,,,,,
08/01/2024,47.4,49.5,47.0,49.2,105894.0,262.0,,,,,,
08/04/2024,48.4,48.4,47.8,47.8,66338.0,91.0,,,,,,
08/06/2024,52.5,52.5,50.2,52.5,396553.0,287.0,,,,,,
08/07/2024,53.5,56.9,53.5,55.8,632362.0,979.0,,,,,,
08/08/2024,56.9,58.5,54.2,57.3,773862.0,1009.0,,,,,,
08/11/2024,58.0,58.2,55.6,55.6,593072.0,796.0,,,,,,
08/12/2024,55.5,55.5,54.0,54.0,119876.0,237.0,,,,,,
08/13/2024,53.6,53.6,52.4,52.4,174032.0,328.0,,,,,,
08/14/2024,51.5,53.7,51.5,53.2,120728.0,335.0,,,,,,
08/15/2024,52.0,54.8,51.7,51.8,152442.0,325.0,,,,,,
08/18/2024,51.7,53.2,50.3,50.5,51715.0,279.0,,,,,,
08/19/2024,49.6,53.0,49.5,50.9,52922.0,207.0,,,,,,
08/20/2024,52.8,52.8,50.1,50.4,34458.0,222.0,,,,,,
08/21/2024,49.8,50.5,48.9,48.9,83470.0,270.0,,,,,,
08/22/2024,47.6,49.9,47.6,49.1,97351.0,333.0,,,,,,
08/25/2024,53.8,53.8,48.8,49.3,87546.0,315.0,,,,,,
08/27/2024,49.3,51.0,48.5,49.3,76117.0,211.0,,,,,,
08/28/2024,49.4,52.0,49.1,51.5,86275.0,372.0,,,,,,
08/29/2024,50.6,53.2,50.6,52.5,147292.0,389.0,,,,,,
09/01/2024,51.1,53.5,51.1,53.0,105797.0,329.0,,,,,,
09/02/2024,52.1,53.8,50.2,51.1,107940.0,0.0,,,,,,
09/03/2024,50.3,51.7,50.3,50.7,32307.0,0.0,,,,,,
09/04/2024,50.3,51.9,50.0,50.1,76861.0,0.0,,,,,,
09/05/2024,50.0,51.0,49.0,49.6,82091.0,0.0,,,,,,
09/08/2024,49.6,51.3,48.0,48.8,127463.0,0.0,,,,,,
09/09/2024,51.6,51.6,48.0,48.0,44490.0,162.0,,,,,,
09/10/2024,47.8,50.4,48.0,48.3,29206.0,147.0,,,,,,
09/11/2024,48.3,49.7,48.0,48.3,40937.0,137.0,,,,,,
09/12/2024,49.9,50.0,48.0,49.9,48882.0,180.0,,,,,,
09/15/2024,48.5,51.0,48.0,48.6,38525.0,135.0,,,,,,
09/17/2024,49.9,50.0,49.0,49.3,32031.0,147.0,,,,,,
09/18/2024,48.8,49.9,49.0,49.2,16098.0,104.0,,,,,,
09/19/2024,48.9,49.8,48.0,49.2,30909.0,187.0,,,,,,
09/22/2024,50.5,50.5,49.0,49.0,63258.0,256.0,,,,,,
09/23/2024,49.4,49.5,49.0,49.3,13446.0,101.0,,,,,,
09/24/2024,50.0,50.0,47.0,48.3,94131.0,220.0,,,,,,
09/25/2024,48.9,48.9,46.0,46.4,46627.0,223.0,,,,,,
09/26/2024,48.7,48.7,45.0,45.6,37803.0,176.0,,,,,,
09/29/2024,46.5,48.0,45.0,45.1,27151.0,140.0,,,,,,
09/30/2024,45.0,46.4,45.0,45.3,23124.0,183.0,,,,,,
10/01/2024,48.0,48.0,45.0,45.1,26620.0,140.0,,,,,,
10/02/2024,46.5,46.5,43.0,43.4,36746.0,171.0,,,,,,
10/03/2024,44.8,44.8,43.0,43.4,24055.0,89.0,,,,,,
10/06/2024,45.0,45.0,44.0,43.8,23554.0,90.0,,,,,,
10/07/2024,43.6,44.2,43.0,43.8,16502.0,98.0,,,,,,
10/08/2024,44.8,44.8,43.0,43.4,5042.0,52.0,,,,,,
10/09/2024,43.0,44.9,43.0,44.3,21169.0,116.0,,,,,,
10/14/2024,44.2,46.0,44.0,44.9,9650.0,68.0,,,,,,
10/15/2024,44.3,45.5,44.3,44.6,11753.0,63.0,,,,,,
10/16/2024,45.5,45.5,44.0,44.4,35983.0,116.0,,,,,,
10/17/2024,45.4,45.4,43.0,43.6,50761.0,128.0,,,,,,
10/20/2024,43.2,43.8,40.0,40.3,48761.0,169.0,,,,,,
10/21/2024,40.4,40.4,37.0,38.3,54319.0,175.0,,,,,,
10/22/2024,40.0,41.4,38.0,41.1,57767.0,142.0,,,,,,
10/23/2024,41.7,41.7,39.0,40.5,67682.0,141.0,,,,,,
10/24/2024,38.6,41.5,39.0,38.7,24996.0,90.0,,,,,,
10/27/2024,40.7,40.7,38.0,37.7,39580.0,126.0,,,,,,
10/28/2024,36.8,38.7,36.0,36.2,18052.0,123.0,,,,,,
10/29/2024,36.2,39.3,36.0,38.6,15566.0,90.0,,,,,,
10/30/2024,39.4,42.4,38.0,42.4,84831.0,168.0,,,,,,
10/31/2024,42.4,42.9,41.0,42.3,67039.0,171.0,,,,,,
11/03/2024,42.4,44.0,42.0,41.9,22950.0,136.0,,,,,,
11/04/2024,42.4,42.4,41.0,42.0,31859.0,112.0,,,,,,
11/05/2024,43.0,43.4,42.0,42.9,87368.0,195.0,,,,,,
